1067  J1705-3936    kbm+03     346.55 0.85   0.8544816637             3  kbm+03     1.927E-14           10  kbm+03     598            5  kbm+03     8.46   8.46     tc93       7.03e+05 *       *          *                               
1068  J1705-3950    kbm+03     346.34 0.72   0.318941483436          14  kbm+03     6.06031E-14         13  kbm+03     207.1         13  kbm+03     3.86   3.86     tc93       8.34e+04 *       *          *                               
1069  J1705-4108    kbm+03     345.29 -0.04  0.8610674067             3  kbm+03     3.471E-14            7  kbm+03     1077           6  kbm+03     11.87  11.87    tc93       3.93e+05 *       *          *                               
1070  J1705-4331    kjv+10     343.43 -1.52  0.22256110261            2  bbb+12     0.0712E-15           5  bbb+12     185.24         5  bbb+12     3.76   3.76     tc93       4.95e+07 *       *          *                               

1071  J1705-52      bbb+12     336.17 -7.00  0.2307                   0  bbb+12     *                    0  *          170            0  bbb+12     8.99   8.99     tc93       *        *       *          *                               
1072  J1705-6135    kjv+10     328.75 -12.23 0.808546089              1  bbb+12     0.06E-15             4  bbb+12     94             7  bbb+12     6.31   6.31     tc93       2.14e+08 *       *          *                               
1073  J1706-3839    kbm+03     347.39 1.30   0.58628740134           18  kbm+03     3.00E-15             6  kbm+03     626            7  kbm+03     12.20  12.20    tc93       3.1e+06  *       *          *                               
1074  J1706-4310    kbm+03     343.76 -1.37  0.6169790441             5  kbm+03     6.506E-15           12  kbm+03     656.1         18  kbm+03     13.43  13.43    tc93       1.5e+06  *       *          *                               
1075  J1706-6118    ebvb01     329.05 -12.15 0.3619213249276         15  jbo+09     0.29213E-15          4  jbo+09     76.13          6  jbo+09     3.64   3.64     tc93       1.96e+07 *       *          *                               

1076  B1703-40      jlm+92     345.72 -0.20  0.581016707860          18  wmz+01     1.925E-15            4  wmz+01     360.0          2  jml+95     4.00   5.12     tc93       4.78e+06 *       *          *                               
1077  J1707-4341    kbm+03     343.52 -1.91  0.89059449625            3  kbm+03     5.696E-15            4  kbm+03     398.2          8  kbm+03     7.99   7.99     tc93       2.48e+06 *       *          *                               
1078  J1707-4417    kle+10     343.04 -2.28  5.7637770030             4  kkl+11     11.65E-15            2  kkl+11     380           10  kkl+11     9.17   9.17     tc93       7.84e+06 *       *          RRAT                            
1079  J1707-4729    kbm+03     340.42 -4.14  0.26647363743            3  kbm+03     1.5603E-15           6  kbm+03     268.3          4  kbm+03     10.64  10.64    tc93       2.71e+06 *       *          *                               
1080  J1708-3426    mld+96     351.08 3.41   0.692113246520          10  hlk+04     4.20320E-15         10  hlk+04     190.7          3  hlk+04     4.78   4.78     tc93       2.61e+06 *       *          *                               

1081  J1708-3506    kjv+10     350.47 3.12   0.0045051589484591       7  nbb+14     1.1421E-20          11  nbb+14     146.732        2  nbb+14     3.50   3.50     tc93       6.25e+09 DD      nbb+14     *                               
1082  J1708-3827    kbm+03     347.78 1.12   1.2257819960             7  kbm+03     8.6E-15              5  kbm+03     788            3  kbm+03     17.55  17.55    tc93       2.26e+06 *       *          *                               
1083  J1708-4008    snt+97     346.48 0.04   11.0062624               7  dk14       1.960E-11           10  dk14       *              0  *          3.80   *        *          8.9e+03  *       *          AXP,NRAD                        
1084  J1708-4522    hfs+04     342.22 -3.01  1.29783683782            7  hfs+04     2.612E-15            7  hfs+04     454            3  hfs+04     30.00  +30.00   tc93       7.87e+06 *       *          *                               
1085  B1701-75      mlt+78     316.68 -20.22 1.1910239966             8  nmc81      1.88E-15             4  nmc81      37             5  nmc81      2.01   2.01     tc93       1e+07    *       *          *                               

1086  B1706-16      lvw69b     5.77   13.66  0.65305397126            4  hlk+04     6.30985E-15         13  hlk+04     24.873         5  hlk+04     1.27   1.27     tc93       1.64e+06 *       *          *                               
1087  J1709+2313    fcwa95     44.52  32.21  0.0046311962778409       2  lwf+04     0.00000363E-15       4  lwf+04     25.3474        2  lwf+04     1.83   1.83     tc93       2.02e+10 BT      lwf+04     *                               
1088  J1709-3626    kbm+03     349.58 2.10   0.447857060325          11  kbm+03     2.2675E-15          13  kbm+03     393.6         11  kbm+03     8.97   8.97     tc93       3.13e+06 *       *          *                               
1089  J1709-3841    mlc+01     347.71 0.83   0.58698616319           18  mlc+01     7.86E-15            11  mlc+01     356            3  mlc+01     5.17   5.17     tc93       1.18e+06 *       *          *                               
1090  J1709-43      bbj+11     343.57 -2.36  *                        0  *          *                    0  *          228           20  bbj+11     4.98   4.98     tc93       *        *       *          RRAT                            

1091  J1709-4342    kbm+03     343.71 -2.19  1.735898235             10  kbm+03     8E-16                3  kbm+03     281           14  kbm+03     5.49   5.49     tc93       3.44e+07 *       *          *                               
1092  J1709-4401    bbb+12     343.47 -2.41  0.8652353343             7  bbb+12     7.37E-15             1  bbb+12     225.8          4  bbb+12     4.98   4.98     tc93       1.86e+06 *       *          *                               
1093  B1706-44      jlm+92     343.10 -2.69  0.102459245929           8  wmp+00     9.298454E-14        13  wmp+00     75.69          5  jml+95     2.60   1.82     tc93       1.75e+04 *       *          HE[tab+92,ghd02]                
1094  J1710-2616    bbb+12     357.86 8.03   0.954158007              1  bbb+12     0.02E-15             2  bbb+12     111            1  bbb+12     4.26   4.26     tc93       7.56e+08 *       *          *                               
1095  J1710-4148    kbm+03     345.33 -1.20  0.286561228631          15  kbm+03     1.02E-16             4  kbm+03     461            3  kbm+03     6.90   6.90     tc93       4.45e+07 *       *          *                               

1096  B1709-15      dtws85     7.42   14.01  0.868804249026           4  hlk+04     1.10246E-15          3  hlk+04     59.88          3  hlk+04     2.94   2.94     tc93       1.25e+07 *       *          *                               
1097  J1711-3826    kbm+03     348.20 0.59   0.46536464559            7  kbm+03     7.413E-15           16  kbm+03     376            7  kbm+03     5.20   5.20     tc93       9.95e+05 *       *          *                               
1098  J1711-4322    lfl+06     344.14 -2.24  0.1026182883472          6  lfl+06     2.666E-17            5  lfl+06     191.5          7  lfl+06     4.17   4.17     tc93       6.1e+07  ELL1    lfl+06     *                               
1099  B1707-53      mlt+78     335.69 -8.46  0.89921779930           17  nmc81      1.5494E-14           8  nmc81      106.1          7  nmc81      4.24   4.24     tc93       9.2e+05  *       *          *                               
1100  J1712-2715    ebvb01     357.33 7.07   0.255359660118           3  ebvb01     1.2793E-15           3  ebvb01     92.64         13  ebvb01     3.13   3.13     tc93       3.16e+06 *       *          *                               

1101  J1712-391     bri+06     347.26 -0.30  0.778149                 1  bri+06     *                    0  *          525            3  bri+06     6.37   6.37     tc93       *        *       *          *                               
1102  J1712-392     bri+06     347.26 -0.30  0.0925277                1  bri+06     *                    0  *          713            3  bri+06     8.94   8.94     tc93       *        *       *          *                               
